Numéro;Heure;Pos_X_centrale;Pos_Y_centrale;Pos_Z_centrale;Angle_X_centrale;Angle_Y_centrale;Angle_Z_centrale
;x10 µs;m;m;m;rad;rad;rad
1099;44640000;32461;32520;33749;11;22;33;
1100;44647400;32461;32520;33749;11;22;33;
1101;44654800;32551;32649;33749;11;22;33;
1102;44662200;32551;32512;33749;11;22;33;
1103;44669600;32551;32512;33749;11;22;33;
1104;44677000;32646;32967;33749;11;22;33;
1105;44684400;32749;32687;33835;11;22;33;
1106;44691800;32749;32687;33835;11;22;33;
1107;44699100;32493;32687;33897;11;22;33;
1108;44706600;32493;32687;33897;11;22;33;
1109;44714000;32493;32687;33897;11;22;33;
1110;44721300;32259;32462;33479;11;22;33;
1111;44728800;32259;32462;33479;11;22;33;
1112;44736100;32271;32206;33462;11;22;33;
1113;44743500;32321;32519;33615;11;22;33;
1114;44750900;32321;32519;33615;11;22;33;
1115;44758300;32321;32519;33615;11;22;33;
1116;44765700;32321;32519;33615;11;22;33;
1117;44773100;32546;32570;33686;11;22;33;
1118;44780500;32546;32598;33860;11;22;33;
1119;44787900;32546;32598;33860;11;22;33;
1120;44795300;32700;32598;51012;11;22;33;
1121;44802700;32577;32768;33804;11;22;33;
1122;44810100;32577;32768;33804;11;22;33;
1123;44817500;32321;32768;33804;11;22;33;
1124;44824900;32321;32768;33804;11;22;33;
1125;44832300;32768;32049;33524;11;22;33;
1126;44839700;32768;32051;51193;11;22;33;
1127;44847100;32768;32051;51193;11;22;33;
1128;44854400;51127;32307;33529;11;22;33;
1129;44861900;32285;32768;33749;11;22;33;
1130;44869300;32285;32768;33749;11;22;33;
1131;44876700;32285;32768;33749;11;22;33;
1132;44884100;32285;32768;33749;11;22;33;
1133;44891400;32466;32467;33749;11;22;33;
1134;44898800;32466;32467;33749;11;22;33;
1135;44906300;32466;32467;33749;11;22;33;
1136;44913600;32374;32675;33646;11;22;33;
1137;44921100;32402;32855;33639;11;22;33;
1138;44928500;32402;32855;33639;11;22;33;
1139;44935800;32402;32855;33639;11;22;33;
1140;44943300;32402;32855;33639;11;22;33;
1141;44950600;32711;32535;33749;11;22;33;
1142;44958000;32640;32535;33749;11;22;33;
1143;44965400;32640;32535;33749;11;22;33;
1144;44972800;32768;32554;33749;11;22;33;
1145;44980200;32893;32711;33749;11;22;33;
1146;44987600;32893;32711;33749;11;22;33;
1147;44995000;32637;32686;33749;11;22;33;
1148;45002400;32637;32686;33749;11;22;33;
1149;45009700;32711;32654;33749;11;22;33;
1150;45017200;32566;32654;33749;11;22;33;
1151;45024600;32566;32654;33749;11;22;33;
1152;45032000;32313;32672;33636;11;22;33;
1153;45039400;32313;32672;33636;11;22;33;
1154;2481937424;32377;19874;49772;202;167;33;
1157;45069000;32901;32524;33749;11;22;33;
1158;45076400;32901;32524;33749;11;22;33;
1159;45083800;32901;32524;33749;11;22;33;
1160;45091100;32555;32768;33749;11;22;33;
1161;45098600;32555;32768;33749;11;22;33;
1162;45106000;32555;32768;33749;11;22;33;
1163;45113300;32292;32768;33749;11;22;33;
1164;45120700;32292;32768;33749;11;22;33;
1165;45128100;32432;32062;33479;11;22;33;
1166;45135500;32432;32062;33454;11;22;33;
1167;45143000;32432;32062;33454;11;22;33;
1168;45150300;32323;32240;33485;11;22;33;
1169;45157800;32323;32240;33485;11;22;33;
1170;45165200;32323;32240;33485;11;22;33;
1171;45172500;32392;32380;33749;11;22;33;
1172;45179900;32392;32380;33749;11;22;33;
1173;45187300;32392;32380;33749;11;22;33;
1174;45194800;51158;32389;33560;11;22;33;
1175;45202200;51158;32389;33560;11;22;33;
1176;45209500;32112;32455;33399;11;22;33;
1177;45216900;32112;32455;33399;11;22;33;
1178;45224400;32112;32455;33399;11;22;33;
1179;45231700;32507;51025;33602;11;22;33;
1180;45239100;32507;51025;33602;11;22;33;
1181;45246500;32507;32337;33602;11;22;33;
1182;45253900;32768;32550;33749;11;22;33;
1183;45261300;32768;32550;33749;11;22;33;
1184;45268700;32531;32704;33672;11;22;33;
1185;45276100;32531;32704;33672;11;22;33;
1186;45283500;32531;32704;33672;11;22;33;
1188;45298300;32476;32768;33689;11;22;33;
1189;45305700;32476;32768;33689;11;22;33;
1190;45313100;32627;32396;33672;11;22;33;
1191;45320500;32627;32396;33672;11;22;33;
1192;45327800;32627;32455;33672;11;22;33;
1193;45335200;32462;32463;33569;11;22;33;
1194;45342700;32462;32463;33569;11;22;33;
1195;45350000;32394;32513;33673;11;22;33;
1196;45357500;32394;32513;33673;11;22;33;
1197;45364800;32394;32513;33673;11;22;33;
1198;45372300;32456;32327;33630;11;22;33;
1199;45379700;32456;32327;33630;11;22;33;
1200;45387000;32456;32327;33630;11;22;33;
1201;45394400;32305;32651;33560;11;22;33;
1203;45409300;32626;32405;33663;11;22;33;
1204;45416600;32626;32405;33663;11;22;33;
1205;45424000;32626;32405;33663;11;22;33;
1206;45431400;32460;32561;33553;11;22;33;
1207;45438900;32460;32561;33553;11;22;33;
1208;45446200;32460;32561;33553;11;22;33;
1209;45453600;32368;32552;33683;11;22;33;
1210;45461000;32368;32552;33683;11;22;33;
1211;45468400;32368;32552;33572;11;22;33;
1212;45475800;32368;32552;33572;11;22;33;
1213;45483100;32475;32270;33572;11;22;33;
1214;45490600;32266;32430;33607;11;22;33;
1215;45498000;32266;32430;33607;11;22;33;
1216;45505400;32266;32430;33607;11;22;33;
1217;45512700;32400;32172;33620;11;22;33;
1218;45520200;32400;32172;33620;11;22;33;
1219;45527500;32400;32172;33728;11;22;33;
1220;45534900;32400;32172;33728;11;22;33;
1221;45542300;32188;32329;33472;11;22;33;
1222;45549700;32332;32199;33584;11;22;33;
1223;45557100;32332;32199;33584;11;22;33;
1224;45564500;32332;32193;33584;11;22;33;
1225;45571900;32397;32157;33681;11;22;33;
1226;45579300;32397;32157;33681;11;22;33;
1227;45586700;32397;32157;33680;11;22;33;
1230;45608900;32031;32291;33299;11;22;33;
1231;45616300;32031;32291;33299;11;22;33;
1232;45623700;32031;32291;33299;11;22;33;
1233;45631000;32294;32085;33564;11;22;33;
1235;45645800;32294;32085;33667;11;22;33;
1236;45653200;32294;32085;33667;11;22;33;
1237;45660600;32095;32281;33411;11;22;33;
1238;45668000;32095;32454;33129;11;22;33;
1239;45675400;32095;32454;33129;11;22;33;
1240;45682800;32095;32454;33129;11;22;33;
1241;45690100;32095;32454;33129;11;22;33;
1242;45697500;32095;32454;33129;11;22;33;
1243;45704900;32312;32146;33129;11;22;33;
1244;45712300;32312;32146;33129;11;22;33;
1245;45719600;32256;32160;33385;11;22;33;
1246;45727100;32256;32118;33220;11;22;33;
1247;45734500;32256;32118;33220;11;22;33;
1248;45741800;32015;32374;33220;11;22;33;
1249;45749200;32096;32181;33348;11;22;33;
1250;45756700;32096;32181;33348;11;22;33;
1251;45764000;32352;32181;33501;11;22;33;
1252;45771400;32352;32181;33501;11;22;33;
1253;45778800;32432;32519;33501;11;22;33;
1254;45786200;32432;32571;33565;11;22;33;
1255;45793600;32432;32571;33565;11;22;33;
1256;45801000;32455;32827;33565;11;22;33;
1257;45808400;32403;32903;33579;11;22;33;
1258;45815800;32403;32903;33579;11;22;33;
1259;45823200;32403;32903;33791;11;22;33;
1260;45830600;32403;32903;33791;11;22;33;
1261;45837900;32482;32271;33535;11;22;33;
1262;45845400;32482;32410;33398;11;22;33;
1263;45852800;32482;32410;33398;11;22;33;
1264;45860100;32674;32154;33398;11;22;33;
1265;45867600;32761;32596;33460;11;22;33;
1266;45875000;32761;32596;33460;11;22;33;
1268;45889700;32249;32596;33460;11;22;33;
1269;45897100;50949;32336;33457;11;22;33;
1270;45904500;32261;32422;33282;11;22;33;
1271;45912000;32261;32422;33282;11;22;33;
1272;45919300;32330;32166;33282;11;22;33;
1273;45926800;32455;32371;33328;11;22;33;
1274;45934200;32455;32371;33328;11;22;33;
1275;45941500;32161;32371;33328;11;22;33;
1276;45948900;32161;32371;33328;11;22;33;
1277;45956300;32398;32389;33543;11;22;33;
1278;45963700;32398;32362;33573;11;22;33;
1281;45985900;32520;32768;33453;11;22;33;
1282;45993300;32520;32768;33453;11;22;33;
1283;46000600;32264;32768;33453;11;22;33;
1284;46008100;32264;32768;33453;11;22;33;
1285;46015500;32431;32680;33546;11;22;33;
1286;46022900;32431;32680;33735;11;22;33;
1287;46030300;32431;32680;33735;11;22;33;
1288;46037700;32519;32408;33612;11;22;33;
1289;46045100;32606;32371;33749;11;22;33;
1290;46052500;32606;32371;33749;11;22;33;
1291;46059900;32606;32371;33749;11;22;33;
1292;46067300;32606;32371;33749;11;22;33;
1293;46074600;32393;32603;33675;11;22;33;
1294;46082100;32393;32603;33675;11;22;33;
1295;46089500;32393;32603;33675;11;22;33;
1296;46096900;32279;32689;33532;11;22;33;
1297;46104300;32357;32304;33735;11;22;33;
1298;46111700;32357;32304;33735;11;22;33;
1299;46119000;32613;32304;33575;11;22;33;
1300;46126500;32613;32304;33575;11;22;33;
1301;46133900;32613;32304;33575;11;22;33;
1302;46141200;32467;32455;33490;11;22;33;
1303;46148600;32467;32455;33490;11;22;33;
1304;46156000;32281;32489;33434;11;22;33;
1305;46163400;32281;32489;33434;11;22;33;
1306;46170800;32281;32489;33434;11;22;33;
1307;46178200;32409;32343;33479;11;22;33;
1308;46185600;32409;32343;33479;11;22;33;
1309;46192900;32407;32711;33543;11;22;33;
1310;46200400;32407;32711;33543;11;22;33;
1311;46207800;32407;32711;33543;11;22;33;
1313;46222500;32434;32971;33625;11;22;33;
1314;46229900;32434;32971;33625;11;22;33;
1315;46237300;32549;32316;33420;11;22;33;
1316;46244700;32549;32316;33420;11;22;33;
1317;46252000;33028;32217;33516;11;22;33;
1318;46259500;33028;32217;33516;11;22;33;
1319;46266900;33028;32217;33516;11;22;33;
1320;46274200;32533;32768;33749;11;22;33;
1321;46281600;32533;32768;33749;11;22;33;
1323;46296400;32534;32865;33442;11;22;33;
1324;46303800;32534;32865;33442;11;22;33;
1325;46311200;32534;32865;33442;11;22;33;
1326;46318600;32534;32865;33442;11;22;33;
1327;46325900;32331;32851;33457;11;22;33;
1328;46333400;32542;32170;33655;11;22;33;
1329;46340900;32542;32170;33655;11;22;33;
1330;46348200;32542;32170;33655;11;22;33;
1331;46355600;32768;32367;33749;11;22;33;
1332;46363000;32768;32367;33749;11;22;33;
1340;46422200;51059;32561;33513;11;22;33;
1341;46429600;51059;32561;33513;11;22;33;
1342;46436900;32556;32359;33282;11;22;33;
1343;46444400;32556;32359;33282;11;22;33;
1344;46451700;32556;32359;33282;11;22;33;
1345;46459200;32167;32324;34247;11;22;33;
1346;46466600;32167;32324;34247;11;22;33;
1347;46473900;32768;32473;34004;11;22;33;
1348;46481300;32768;32473;34004;11;22;33;
1349;46488700;32768;32473;34004;11;22;33;
1350;46496100;32676;32641;33943;11;22;33;
1351;46503600;32676;32641;33943;11;22;33;
1352;46510900;32676;32641;33943;11;22;33;
1353;46518300;32193;32768;33810;11;22;33;
1354;46525700;32193;32768;33810;11;22;33;
1355;46533100;32412;32179;33581;11;22;33;
1356;46540500;32412;32179;33581;11;22;33;
1357;46547900;32412;32179;33581;11;22;33;
1358;46555300;32412;32179;33581;11;22;33;
1359;46562700;32412;32179;33581;11;22;33;
1360;46570000;32594;32460;33749;11;22;33;
1361;46577400;32643;32623;33820;11;22;33;
1362;46584900;32643;32623;33820;11;22;33;
1363;46592200;32643;32623;34005;11;22;33;
1365;46607100;32590;32768;51157;11;22;33;
1366;46614500;32576;32491;33749;11;22;33;
1367;46621900;32576;32491;33749;11;22;33;
1368;46629200;32576;32491;51157;11;22;33;
1369;46636600;32326;32508;33749;11;22;33;
1370;46644000;32326;32508;33749;11;22;33;
1371;46651400;32326;32508;33675;11;22;33;
1372;46658800;32326;32508;33675;11;22;33;
1373;46666200;32527;32307;33675;11;22;33;
1374;46673600;32527;32307;33675;11;22;33;
1375;46681000;32527;32307;33675;11;22;33;
1376;46688400;32455;32561;33593;11;22;33;
1377;46695800;32319;32462;33570;11;22;33;
1379;46710600;32319;32462;33670;11;22;33;
1380;46718000;32319;32462;33670;11;22;33;
1381;46725300;32503;32436;33670;11;22;33;
1382;46732800;32503;32388;33749;11;22;33;
1383;46740200;32503;32388;33749;11;22;33;
1384;46747600;32539;32644;33749;11;22;33;
1385;46755000;32510;32768;33749;11;22;33;
1386;46762400;32510;32768;33749;11;22;33;
1387;46769800;32510;32768;33678;11;22;33;
1388;46777200;32510;32768;33678;11;22;33;
1389;46784500;32490;32768;33678;11;22;33;
1390;46791900;32490;32939;33690;11;22;33;
1391;46799400;32490;32939;33690;11;22;33;
1392;46806800;32636;32427;33735;11;22;33;
1393;46814200;32673;51018;33601;11;22;33;
1394;46821600;32673;51018;33601;11;22;33;
1396;46836400;32673;32455;33735;11;22;33;
1397;46843700;32361;32686;33656;11;22;33;
1399;46858600;32361;32616;33612;11;22;33;
1400;46866000;32346;32360;33612;11;22;33;
1401;46873400;32343;32455;33513;11;22;33;
1402;46880800;32343;32455;33513;11;22;33;
1403;46888200;32343;32273;33493;11;22;33;
1404;46895600;32343;32273;33493;11;22;33;
1405;46902900;32334;32441;33749;11;22;33;
1406;46910300;32334;32434;33843;11;22;33;
1407;46917800;32334;32434;33843;11;22;33;
1408;46925100;32555;32434;33843;11;22;33;
1409;46932600;32651;32711;33825;11;22;33;
1410;46940000;32651;32711;33825;11;22;33;
1411;46947300;32651;32557;33811;11;22;33;
1412;46954700;32651;32557;33811;11;22;33;
1413;46962100;32447;32674;33555;11;22;33;
1414;46969500;32447;32698;33628;11;22;33;
1415;46977000;32447;32698;33628;11;22;33;
1416;46984300;32354;32698;51036;11;22;33;
1417;46991800;32316;32434;33496;11;22;33;
1418;46999200;32316;32434;33496;11;22;33;
1419;47006500;32572;32434;33479;11;22;33;
1420;47013900;32572;32434;33479;11;22;33;
1421;47021300;32643;32230;33349;11;22;33;
1422;47028800;32643;32230;33349;11;22;33;
1423;47036100;32643;32230;33349;11;22;33;
1424;47043500;32296;32825;33479;11;22;33;
1425;47050900;32362;32768;33440;11;22;33;
1426;47058300;32362;32768;33440;11;22;33;
1427;47065600;32106;32768;33440;11;22;33;
1428;47073100;32106;32768;33440;11;22;33;
1429;47080400;32261;32134;33130;11;22;33;
1430;47087900;32261;32199;33420;11;22;33;
1431;47095300;32261;32199;33420;11;22;33;
1432;47102600;32476;32259;33420;11;22;33;
1433;47110100;32272;32551;33629;11;22;33;
1434;47117500;32272;32551;33629;11;22;33;
1435;47124800;32528;32711;33629;11;22;33;
1436;47132200;32528;32711;33629;11;22;33;
1437;47139600;32351;32768;33501;11;22;33;
1438;47147000;32351;32768;33501;11;22;33;
1439;47154400;32351;32768;33501;11;22;33;
1440;47161800;32490;32647;33548;11;22;33;
1441;47169200;32463;32768;33620;11;22;33;
1442;47176600;32463;32768;33620;11;22;33;
1444;47191400;32463;32768;33620;11;22;33;
1445;47198800;32451;32433;33607;11;22;33;
1446;47206200;32451;32433;33607;11;22;33;
1447;47213600;32451;32433;33607;11;22;33;
1448;47221000;32627;32397;33597;11;22;33;
1449;47228400;32546;32690;33634;11;22;33;
1450;47235800;32546;32690;33634;11;22;33;
1451;47243200;32546;32690;33634;11;22;33;
1452;47250600;32546;32690;33634;11;22;33;
1453;47257900;32373;32658;33634;11;22;33;
1454;47265300;32373;32658;33634;11;22;33;
1455;47272800;32373;32658;33634;11;22;33;
1456;47280100;32349;32455;33558;11;22;33;
1457;47287600;32349;32424;33558;11;22;33;
1458;47295000;32349;32424;33558;11;22;33;
1459;47302300;32398;32524;33588;11;22;33;
1460;47309700;32398;32524;33588;11;22;33;
1461;47317100;32439;50981;33638;11;22;33;
1462;47324500;32439;32549;33638;11;22;33;
1463;47332000;32439;32549;33638;11;22;33;
1464;47339300;32512;32496;33650;11;22;33;
1465;47346800;32512;32496;51058;11;22;33;
1466;47354200;32512;32496;51058;11;22;33;
1467;47361500;32434;32568;33653;11;22;33;
1468;47368900;32434;32568;33653;11;22;33;
1469;47376300;32430;32473;33662;11;22;33;
1470;47383700;32430;32473;51070;11;22;33;
1471;47391200;32430;32473;51070;11;22;33;
1472;47398500;32473;32484;33639;11;22;33;
1473;47406000;32473;32457;33639;11;22;33;
1474;47413400;32473;32457;33639;11;22;33;
1475;47420700;32543;32673;33749;11;22;33;
1476;47428200;32543;32673;33749;11;22;33;
1477;47435500;32543;32673;33749;11;22;33;
1478;47443000;32561;32967;33684;11;22;33;
1479;47450300;32561;32967;33684;11;22;33;
1480;47457700;32317;32846;33602;11;22;33;
1481;47465100;32317;32846;33602;11;22;33;
1482;47472600;32317;32846;33602;11;22;33;
1483;47479900;32768;32157;33447;11;22;33;
1484;47487300;32768;32157;33447;11;22;33;
1485;47494700;32768;32157;33447;11;22;33;
1486;47502100;32633;32422;33479;11;22;33;
1487;47509500;32633;32422;33479;11;22;33;
1488;47516900;32515;32847;33749;11;22;33;
1489;47524300;32515;32847;33749;11;22;33;
1490;47531800;32515;32847;33749;11;22;33;
1491;47539100;32515;32847;33749;11;22;33;
1492;47546400;32515;32847;33749;11;22;33;
1493;47553800;32225;32547;33749;11;22;33;
1494;47561300;32413;32138;33505;11;22;33;
1495;47568700;32413;32138;33505;11;22;33;
1496;47576100;32413;32138;33505;11;22;33;
1497;47583500;32322;32444;33553;11;22;33;
1498;47590900;32322;32444;33553;11;22;33;
1499;47598200;32406;32526;33673;11;22;33;
1500;47605600;32406;32526;33673;11;22;33;
1501;47613000;32406;32526;33673;11;22;33;
1502;47620400;32443;32500;33688;11;22;33;
1503;47627900;32443;32500;33688;11;22;33;
1504;47635200;32443;32500;33688;11;22;33;
1505;47642700;32443;32500;33688;11;22;33;
1506;47650100;32443;32500;33688;11;22;33;
1507;47657400;32308;32523;33632;11;22;33;
1508;47664800;32308;32523;33632;11;22;33;
1509;47672200;32308;32523;33632;11;22;33;
1510;47679600;32321;32605;33646;11;22;33;
1511;47687100;32321;32605;33646;11;22;33;
1512;47694400;32321;32605;33646;11;22;33;
1513;47701900;32321;32605;33646;11;22;33;
1514;47709300;32321;32605;33646;11;22;33;
1515;47716600;32575;32414;33749;11;22;33;
1516;47724000;32575;32414;33749;11;22;33;
1517;47731400;32476;32545;33749;11;22;33;
1518;47738800;32286;32644;33659;11;22;33;
1519;47746200;32286;32644;33659;11;22;33;
1520;47753600;32286;32644;33659;11;22;33;
1521;47761000;32479;32275;33566;11;22;33;
1522;47768400;32479;32275;33566;11;22;33;
1523;47775800;32479;32275;33601;11;22;33;
1524;47783200;32479;32275;33601;11;22;33;
1525;47790600;32539;32395;33601;11;22;33;
1526;47798000;32505;32640;33623;11;22;33;
1527;47805400;32505;32640;33623;11;22;33;
1528;47812800;32505;32640;33623;11;22;33;
1529;47820200;32447;51140;33607;11;22;33;
1530;47827600;32447;51140;33607;11;22;33;
1531;47834900;32447;32708;33681;11;22;33;
1532;47842300;32447;32708;33681;11;22;33;
1533;47849700;32509;32715;33681;11;22;33;
1534;47857200;32509;32674;33670;11;22;33;
1535;47864500;32509;32674;33670;11;22;33;
1536;47871900;32409;32674;33670;11;22;33;
1537;47879300;32364;32327;33504;11;22;33;
1538;47886700;32364;32327;33504;11;22;33;
1539;47894100;32364;32327;33477;11;22;33;
1540;47901500;32364;32327;33477;11;22;33;
1541;47908900;32468;32248;33477;11;22;33;
1542;47916300;32468;32035;33749;11;22;33;
1543;47923700;32468;32035;33749;11;22;33;
1544;47931100;32466;32547;33749;11;22;33;
1545;47938500;32448;32629;33749;11;22;33;
1546;47945900;32448;32629;33749;11;22;33;
1547;47953300;32448;32629;33689;11;22;33;
1548;47960700;32448;32629;33689;11;22;33;
1549;47968000;32341;32681;33689;11;22;33;
1550;47975500;32341;32760;33618;11;22;33;
1551;47982900;32341;32760;33618;11;22;33;
1552;47990200;32463;32248;33618;11;22;33;
1553;47997700;32407;32492;33618;11;22;33;
1554;48005100;32407;32492;33618;11;22;33;
1555;48012400;32407;32492;33566;11;22;33;
1556;48019900;32407;32492;33566;11;22;33;
1557;48027200;32584;32694;33566;11;22;33;
1558;48034700;32584;32512;33689;11;22;33;
1559;48042100;32584;32512;33689;11;22;33;
1560;48049400;32468;32768;33689;11;22;33;
1561;48056800;32277;32660;33591;11;22;33;
1562;48064200;32277;32660;33591;11;22;33;
1563;48071600;32277;32660;33749;11;22;33;
1564;48079000;32277;32660;33749;11;22;33;
1565;48086400;32548;32333;33749;11;22;33;
1566;48093800;32548;32282;33749;11;22;33;
1567;48101200;32548;32282;33749;11;22;33;
1568;48108500;32455;32538;33749;11;22;33;
1569;48116000;32463;32514;33691;11;22;33;
1570;48123400;32463;32514;33691;11;22;33;
1571;48130700;32463;32514;33691;11;22;33;
1572;48138200;32463;32514;33691;11;22;33;
1573;48145500;32521;32548;33691;11;22;33;
1574;48153000;32521;32632;33695;11;22;33;
1575;48160300;32521;32632;33695;11;22;33;
1576;48167700;32543;32632;33695;11;22;33;
1577;48175200;32543;32632;33695;11;22;33;
1578;48182500;32543;32632;33695;11;22;33;
1579;48189900;32376;32636;33684;11;22;33;
1580;48197300;32376;32636;33684;11;22;33;
1581;48204600;32446;32513;33749;11;22;33;
1582;48212000;32446;32718;33672;11;22;33;
1583;48219500;32446;32718;33672;11;22;33;
1584;48226800;32420;32462;33672;11;22;33;
1585;48234300;32465;32604;33749;11;22;33;
1586;48241700;32465;32604;33749;11;22;33;
1587;48249100;32465;32604;33749;11;22;33;
1588;48256400;32465;32604;33749;11;22;33;
1589;48263800;32418;32530;33684;11;22;33;
1590;48271200;32418;32530;33684;11;22;33;
1591;48278600;32418;32530;33684;11;22;33;
1592;48286000;32535;32426;33684;11;22;33;
1593;48293400;32713;32652;33735;11;22;33;
1594;48300800;32713;32652;33735;11;22;33;
1595;48308200;32457;32652;33749;11;22;33;
1596;48315600;32457;32652;33749;11;22;33;
1597;48323000;32457;32652;33749;11;22;33;
1598;48330300;32388;32561;33676;11;22;33;
1599;48337700;32388;32561;33676;11;22;33;
1600;48345100;32404;32577;33695;11;22;33;
1601;48352500;32450;32509;33649;11;22;33;
1602;48359900;32450;32509;33649;11;22;33;
1604;48374700;32455;32509;33649;11;22;33;
1605;48382100;32458;32597;33693;11;22;33;
1606;48389500;32458;32597;33693;11;22;33;
1607;48396900;32458;32597;33693;11;22;33;
1608;48404300;32367;32583;33661;11;22;33;
1609;48411700;32367;32583;33661;11;22;33;
1610;48419100;32367;32583;33661;11;22;33;
1611;48426500;32367;32583;33661;11;22;33;
1612;48433900;32367;32583;33661;11;22;33;
1613;48441200;32560;32647;33692;11;22;33;
1614;48448700;32560;32647;33692;11;22;33;
1615;48456100;32560;32647;33692;11;22;33;
1616;48463500;32463;32768;33692;11;22;33;
1617;48470900;32463;32768;33692;11;22;33;
1618;48478300;32463;32768;33692;11;22;33;
1619;48485600;32364;32564;33644;11;22;33;
1620;48493100;32364;32564;33644;11;22;33;
1621;48500400;32504;32361;33643;11;22;33;
1622;48507900;32504;32361;33643;11;22;33;
1623;48515300;32504;32361;33643;11;22;33;
1624;48522600;32497;32524;33647;11;22;33;
1625;48530100;32497;32524;33647;11;22;33;
1626;48537500;32497;32524;33647;11;22;33;
1627;48544800;32466;32768;33695;11;22;33;
1628;48552200;32466;32768;33695;11;22;33;
1629;48559500;32466;32768;33695;11;22;33;
1630;48567000;32411;32424;33638;11;22;33;
1632;48581800;32446;32396;33644;11;22;33;
1633;48589200;32446;32396;33644;11;22;33;
1634;48596600;32446;32396;33644;11;22;33;
1635;48604000;32401;32568;33647;11;22;33;
1636;48611400;32401;32568;33647;11;22;33;
1637;48618700;32401;32568;33647;11;22;33;
1638;48626200;32354;32434;33626;11;22;33;
1639;48633600;32354;32434;33626;11;22;33;
1640;48641000;32342;32495;33651;11;22;33;
1641;48648400;32342;51183;33651;11;22;33;
1642;48655800;32342;51183;33651;11;22;33;
1643;48663200;32516;32404;33652;11;22;33;
1644;48670600;32516;32404;33652;11;22;33;
1645;48677900;32516;32404;33652;11;22;33;
1646;48685400;32492;32617;33670;11;22;33;
1647;48692800;32492;32617;33670;11;22;33;
1648;48700100;32492;32768;33648;11;22;33;
1649;48707600;32361;32768;33648;11;22;33;
1650;48715000;32361;32768;33648;11;22;33;
1651;48722300;32502;32299;33632;11;22;33;
1652;48729800;32502;32299;33632;11;22;33;
1653;48737100;32502;32299;51040;11;22;33;
1654;48744600;32418;32523;33645;11;22;33;
1655;48752000;32418;32523;33645;11;22;33;
1656;48759300;32418;32523;33645;11;22;33;
1658;48774200;32395;32698;33670;11;22;33;
1659;48781500;32488;32369;33641;11;22;33;
1660;48789000;32488;32369;33641;11;22;33;
1661;48796300;32488;32369;33641;11;22;33;
1662;48803800;32335;32469;33628;11;22;33;
1663;48811200;32335;32469;33628;11;22;33;
1664;48818600;32335;32469;33628;11;22;33;
1665;48826000;32374;32415;33629;11;22;33;
1666;48833400;32374;32415;33629;11;22;33;
1667;48840700;32540;32574;33749;11;22;33;
1668;48848200;32540;32574;33749;11;22;33;
1669;48855500;32540;32711;33749;11;22;33;
1670;48863000;32459;32967;33686;11;22;33;
1671;48870400;32459;32967;33686;11;22;33;
1672;48877700;32459;32768;33686;11;22;33;
1673;48885200;32261;32525;33586;11;22;33;
1674;48892600;32261;32525;33586;11;22;33;
1675;48899900;32261;32525;33539;11;22;33;
1676;48907300;32261;32525;33539;11;22;33;
1677;48914700;32496;32256;33539;11;22;33;
1678;48922200;32434;32577;33660;11;22;33;
1679;48929600;32434;32577;33660;11;22;33;
1680;48936900;32434;32577;33660;11;22;33;
1681;48944400;32557;32591;33749;11;22;33;
1682;48951800;32557;32591;33749;11;22;33;
1683;48959100;32557;32591;33674;11;22;33;
1684;48966500;32557;32591;33674;11;22;33;
1685;48973900;32319;51065;33674;11;22;33;
1686;48981300;32455;32324;33596;11;22;33;
1687;48988800;32455;32324;33596;11;22;33;
1688;48996200;32455;32324;33596;11;22;33;
1689;49003500;32410;32622;33662;11;22;33;
1690;49010900;32410;32622;33662;11;22;33;
1691;49018300;32410;32622;33682;11;22;33;
1692;49025700;32410;32622;33682;11;22;33;
1693;49033100;32455;32647;33682;11;22;33;
1694;49040500;32409;32688;33674;11;22;33;
1695;49047900;32409;32688;33674;11;22;33;
1696;49055300;32515;32432;33674;11;22;33;
1697;49062700;32455;32547;33673;11;22;33;
1698;49070100;32455;32547;33673;11;22;33;
1699;49077400;32447;32547;33658;11;22;33;
1700;49084800;32447;32547;33658;11;22;33;
1701;49092200;32332;32598;33658;11;22;33;
1702;49099700;32332;32711;33674;11;22;33;
1703;49107100;32332;32711;33674;11;22;33;
1704;49114400;32433;32599;33674;11;22;33;
1705;49121900;32531;32481;33665;11;22;33;
1706;49129300;32531;32481;33665;11;22;33;
1707;49136600;32531;32481;33679;11;22;33;
1708;49144000;32531;32481;33679;11;22;33;
1709;49151400;32542;32537;33679;11;22;33;
1710;49158800;32542;32512;33685;11;22;33;
1711;49166300;32542;32512;33685;11;22;33;
1712;49173600;32351;32768;33685;11;22;33;
1713;49181100;32278;32435;33670;11;22;33;
1714;49188500;32278;32435;33670;11;22;33;
1715;49195800;32534;32435;33749;11;22;33;
1716;49203300;32534;32435;33749;11;22;33;
1717;49210600;32601;32548;33749;11;22;33;
1718;49218000;32601;32715;33673;11;22;33;
1719;49225400;32601;32715;33673;11;22;33;
1720;49232800;32488;32715;33673;11;22;33;
1721;49240200;32455;32700;33638;11;22;33;
1722;49247600;32455;32700;33638;11;22;33;
1723;49255000;32339;32700;33629;11;22;33;
1724;49262400;32339;32700;33629;11;22;33;
1725;49269800;32474;32437;33629;11;22;33;
1726;49277200;32474;32474;33643;11;22;33;
1727;49284600;32474;32474;33643;11;22;33;
1728;49292000;32670;32474;33643;11;22;33;
1729;49299400;32529;32768;33688;11;22;33;
